concept_name,count_questions,count_modules,count_courses,count_enterprises,courses_title,
Risk management,28,19,19,2, Abel - Defect Management Plan; Abel - Isolation Procedure; Access to Low Voltage Conductors SOP; Ashton Coal Operations - Manage the Risk of Falls and Working at Height; Ashton Coal Operations - Risk Management Procedure; Austar - Defect Management Plan; Austar - Energy Isolation Procedure - Individual Isolator; Core Hazard #16 - Working at Heights; Core Hazard #9A - Inrush; Inundation and Storage Dams (Surface); Core Hazard #9B - Inrush; Inundation and Storage Dams (Underground); Manual Handling SOP; Mobile Equipment Operation Fundamentals; Modifications to Electrical Control Systems SOP; MTW - PHMP Spontaneous Combustion; Relationships with Parents; Stockpile Operations; Stockpile Pedestrian Safety Spontaneous Combustion; Maintenance and Repair of Bins; Hoppers and Chutes SOP; Working Near Crests and Slopes Procedure; Yarrabee - SOP 05 - Health and Hygiene; Yarrabee SOP 05 - Health and Hygiene,
System,20,18,15,2, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Abel - Fire or Explosion PHMP; Abel - Underground Portable Electrical Apparatus Procedure; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Fire or Explosion PHMP; Austar - Underground Portable Electrical Apparatus; Brake Testing on Fixed and Mobile Plant SOP; Core Hazard #11 - Mine Shafts and Winding Systems; Core Hazard #5 - Fire and Explosion; Electrical Safety Equipment SOP; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Modifications to Electrical Control Systems SOP,
Person,22,18,17,3, Abel - Defect Management Plan; Abel - Electrical Engineering Control Plan; Abel - Mechanical Engineering Control Plan; Ashton Coal Operations - Manage the Risk of Falls and Working at Height; Ashton Coal Operations - Mechanical Engineering Control Plan; Austar - Defect Management Plan; Austar - Electrical Engineering Control Plan; Austar - Emergency Preparedness Procedure; Austar - Mechanical Engineering Control Plan; Brake Testing on Fixed and Mobile Plant SOP; Connecting with Children; Equipment used for Maintaining Plant SOP; First Aid Specific to Accidents Involving Electricity SOP; RSA Refresher; Securities Trading; Yarrabee - SOP 03- Hazardous Substances; Yarrabee SOP 03 - Hazardous Substances,
Military technology,20,17,17,1, Ashton Coal Operations - Manage the Risk of Falls and Working at Height; Core Hazard #12 - Stockpile and Reclaim Tunnels; Core Hazard #4A - Exposure to Energised Plant and Equipment (Surface); Core Hazard #4B - Exposure to Energised Plant and Equipment (Underground); Hazardous Tyres SOP; Hot Work SOP; MTW Electrical Hazard Awareness; MTW PHMP - Roads & other Vehicles Operating Areas; Operation of Vehicles and Mobile Equipment SOP; Recovery of Vehicles and Mobile Equipment SOP; Site Traffic Rules SOP; Stockpile Operations; Stockpile Pedestrian Safety Spontaneous Combustion; Maintenance and Repair of Bins; Hoppers and Chutes SOP; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee - SOP 12 - Load; Haul & Dump Operations; Yarrabee - SOP 16 - Hot Works; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Moral responsibility,18,17,17,1, Abel - Defect Management Plan; Abel - Health Control Plan; Abel - Mains Powered Portable Electrical Apparatus Procedure; Abel - Mechanical Engineering Control Plan; Abel - Underground Portable Electrical Apparatus Procedure; Ashton Coal Operations - Fatigue Management Procedure; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Ashton Coal Operations - Work Health and Safety Policy; Austar - Defect Management Plan; Austar - Energy Isolation Procedure - Individual Isolator; Austar - Health Control Principal Control Plan; Austar - Mains Powered Portable Electrical Apparatus; Austar - Mechanical Engineering Control Plan; Austar - Underground Portable Electrical Apparatus; MTW - PHMP Spontaneous Combustion; MTW Workplace Behaviour; PCP - Health,
Pathogen,19,16,4,1, Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; PASE - Demo,
Maintenance (technical),17,16,16,1, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Brake Testing on Fixed and Mobile Plant SOP; Core Hazard #14 - Tyres; Design and Construction of Roads SOP; Equipment used for Maintaining Plant SOP; Explosive Decontamination; Maintenance and Inspection SOP; Hazardous Tyres SOP; Inspections of Explosive Vehicles and Equipment SOP; Mobile Equipment Operation Fundamentals; Modifying; Servicing; Maintenance and Assembly of Plant and Equipment SOP; Operation of Vehicles and Mobile Equipment SOP; Re-Closure After Faults SOP; Stockpile Operations; Stockpile Pedestrian Safety Spontaneous Combustion; Maintenance and Repair of Bins; Hoppers and Chutes SOP; Tyre Disposal SOP; Yarrabee - HMP 13 - Working at Heights,
Control system,16,16,16,2, Abel - Electrical Engineering Control Plan; Abel - Mechanical Engineering Control Plan; ABEL MINE GROUND OR STRATA FAILURE PRINCIPAL HAZARD MANAGEMENT PLAN Underground; Austar - Electrical Engineering Control Plan; Austar - Mechanical Engineering Control Plan; Core Hazard #14 - Tyres; Core Hazard #15A - Vehicle Interactions (Surface); Core Hazard #15B - Vehicle Interactions (Underground); Core Hazard #4A - Exposure to Energised Plant and Equipment (Surface); Core Hazard #4B - Exposure to Energised Plant and Equipment (Underground); Core Hazard #6 - Gas Outburst; Hazardous Tyres SOP; MTW PHMP - Roads & other Vehicles Operating Areas; Operation of Vehicles and Mobile Equipment SOP; Risk Management Awareness- Online course; Yarrabee - SOP 17 - Lifting Operations,
Work (physics),17,16,16,1, Abel - Ventilation Control Plan; Access to High Voltage Conductors SOP; Austar - Electrical Engineering Control Plan; Austar - Mechanical Engineering Control Plan; Austar - Ventilation Principal Control Plan; Electrical Safety Equipment SOP; Flammable and Toxic Gas SOP; Hot Work SOP; Mobile Equipment Operation Fundamentals; Modifying; Servicing; Maintenance and Assembly of Plant and Equipment SOP; Stockpile Operations; Stockpile Pedestrian Safety Spontaneous Combustion; Maintenance and Repair of Bins; Hoppers and Chutes SOP; Yarrabee - SOP 05 - Health and Hygiene; Yarrabee - SOP 06 - Safe Work Area; Yarrabee - Std 11 - RPL- Onsite Refresher; Yarrabee SOP 05 - Health and Hygiene; Yarrabee SOP 06 - Safe Work Area,
Legal person,16,14,13,2, Abel - Defect Management Plan; Abel - Underground Portable Electrical Apparatus Procedure; Access to Low Voltage Conductors SOP; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Defect Management Plan; Austar - Emergency Incident Management; Austar - Emergency Preparedness Procedure; Austar - Underground Portable Electrical Apparatus; MTW PCP - Explosives; RSA Refresher; Stockpile Operations; Stockpile Pedestrian Safety Spontaneous Combustion; Maintenance and Repair of Bins; Hoppers and Chutes SOP; Tyre Disposal SOP; Yarrabee - SOP 17 - Lifting Operations,
Personal protective equipment,26,14,14,2, Abel - Health Control Plan; Asbestos SOP; Austar - Health Control Principal Control Plan; Chemical Handling - Online course; Commissioning of Electrical Equipment SOP; Electrical Safety Equipment SOP; Hot Work SOP; Mobile Equipment Operation Fundamentals; Modifications to Electrical Control Systems SOP; Personal Protective Equipment SOP; PPE for Working at Heights SOP; Yarrabee - SOP 04 - Personal Protective Equipment (PPE); Yarrabee - Std 11 - RPL- Onsite Refresher; Yarrabee SOP 04 - Personal Protective Equipment (PPE),
Risk assessment,14,14,8,3, Manual Tasks - Online course; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Post Blast Fume SOP; Transport and Storage of Explosives SOP; Yarrabee - SOP 04 - Personal Protective Equipment (PPE); Yarrabee SOP 04 - Personal Protective Equipment (PPE),
Scientific method,14,14,14,3, Abel - Isolation Procedure; Abel - Lightning and Earthing Management Plan; Austar - Energy Isolation Procedure - Individual Isolator; Austar - Lightning and Earthing Management Plan; Dealing with Misfires SOP; Explosive Decontamination; Maintenance and Inspection SOP; Giant Drop Operator - Online Assessment; Giant Drop Ride Attendant - Online Assessment; Hot Work SOP; Pandamonium Ride Attendant - Online Assessment; Post Blast Fume SOP; Sky Voyager Ride Attendant - Online Assessment; Trauma Series; Yarrabee - SOP 17 - Lifting Operations,
Professional certification,19,14,14,2, Abel - Defect Management Plan; Abel - Electrical Engineering Control Plan; Abel - Mains Powered Portable Electrical Apparatus Procedure; Abel - Mechanical Engineering Control Plan; Abel - Underground Portable Electrical Apparatus Procedure; Ashton Coal Operations - Mechanical Engineering Control Plan; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Defect Management Plan; Austar - Electrical Engineering Control Plan; Austar - Mains Powered Portable Electrical Apparatus; Austar - Mechanical Engineering Control Plan; Austar - Underground Portable Electrical Apparatus; Engineering Services Induction; L4 Assessor VOC,
Mobile phone,23,13,13,2, Fraud Awareness - Online course; Mobile Equipment Operation Fundamentals; Movement of Plant and Supplies SOP; MTW Electrical Hazard Awareness; MTW PHMP - Roads & other Vehicles Operating Areas; Operation of Vehicles and Mobile Equipment SOP; Safe Loading and Discharge of Loads SOP; Site Traffic Rules SOP; Standard Slide Operation - Skill; Vehicles and Equipment Near Electrical Installations SOP; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Gas,17,13,13,1, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Abel - Fire or Explosion PHMP; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Fire or Explosion PHMP; Confined Space SOP; Core Hazard #2 - Confined Space; Core Hazard #5 - Fire and Explosion; Flammable and Toxic Gas SOP; Yarrabee - SOP 04 - Personal Protective Equipment (PPE); Yarrabee - SOP 07 - Flammable and Toxic Gas; Yarrabee - SOP 16 - Hot Works; Yarrabee SOP 04 - Personal Protective Equipment (PPE); Yarrabee SOP 07 - Flammable and Toxic Gas,
Explosion,17,13,13,1, Abel - Underground Portable Electrical Apparatus Procedure; Austar - Underground Portable Electrical Apparatus; Blast Design SOP; Confined Space SOP; Core Hazard #2 - Confined Space; Core Hazard #5 - Fire and Explosion; Explosive and Blasting Emergency Response SOP; Mobile Equipment Operation Fundamentals; MTW - PHMP Fire or Explosion; MTW - PHMP Spontaneous Combustion; Post Blast Fume SOP; Tie and Firing Shots SOP; Yarrabee - SOP 11 - Shotfiring,
Explosive material,31,13,13,1, Abel - Fire or Explosion PHMP; Austar - Fire or Explosion PHMP; Blast Design SOP; Core Hazard #3 - Explosives; Explosive and Blasting Emergency Response SOP; Explosive Decontamination; Maintenance and Inspection SOP; Explosive Disposal SOP; Inspections of Explosive Vehicles and Equipment SOP; MTW PCP - Explosives; Procurement of SSAN and Explosive SOP; Transport and Storage of Explosives SOP; Yarrabee - SOP 11 - Shotfiring; Yarrabee - SOP 16 - Hot Works,
Tradesman,18,13,13,1, Abel - Defect Management Plan; Abel - Electrical Engineering Control Plan; Abel - Mains Powered Portable Electrical Apparatus Procedure; Abel - Mechanical Engineering Control Plan; Abel - Underground Portable Electrical Apparatus Procedure; Ashton Coal Operations - Mechanical Engineering Control Plan; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Defect Management Plan; Austar - Electrical Engineering Control Plan; Austar - Energy Isolation Procedure - Individual Isolator; Austar - Mains Powered Portable Electrical Apparatus; Austar - Mechanical Engineering Control Plan; Austar - Underground Portable Electrical Apparatus,
Ventilation (architecture),14,12,12,1, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Abel - Fire or Explosion PHMP; Abel - Underground Portable Electrical Apparatus Procedure; Abel - Ventilation Control Plan; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Fire or Explosion PHMP; Austar - Underground Portable Electrical Apparatus; Austar - Ventilation Principal Control Plan; Yarrabee - SOP 07 - Flammable and Toxic Gas; Yarrabee - SOP 16 - Hot Works; Yarrabee SOP 07 - Flammable and Toxic Gas,
Workforce,12,12,12,1, Abel - Electrical Engineering Control Plan; Abel - Mechanical Engineering Control Plan; Abel - Ventilation Control Plan; Access to Low Voltage Conductors SOP; Ashton Coal Operations - Fatigue Management Procedure; Ashton Coal Operations - Work Health and Safety Policy; Austar - Electrical Engineering Control Plan; Austar - Energy Isolation Procedure - Individual Isolator; Austar - Mechanical Engineering Control Plan; MTW - PHMP Fire or Explosion; PCP - Health; Yarrabee - Std 11 - RPL- Onsite Refresher,
Electricity,33,12,12,1, Abel - Electrical Engineering Control Plan; Abel - Lightning and Earthing Management Plan; Abel - Mains Powered Portable Electrical Apparatus Procedure; Abel - Underground Portable Electrical Apparatus Procedure; Access to Low Voltage Conductors SOP; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Electrical Engineering Control Plan; Austar - Lightning and Earthing Management Plan; Austar - Mains Powered Portable Electrical Apparatus; Austar - Underground Portable Electrical Apparatus; MTW Electrical Hazard Awareness; Yarrabee - SOP 17 - Lifting Operations,
Hazard analysis and critical control points,16,12,6,2, Food Safety - Online course; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Understanding Food Safety Programs; Understanding Food Safety Programs Internal Use,
Communication,17,12,11,2, Access to Low Voltage Conductors SOP; Austar - Emergency Response Management Procedure; Core Hazard #15A - Vehicle Interactions (Surface); Core Hazard #15B - Vehicle Interactions (Underground); Mobile Equipment Operation Fundamentals; MTW PHMP - Roads & other Vehicles Operating Areas; Standard Ride Operation - Skill; Standard Slide Operation - Skill; Yarrabee - SOP 12 - Load; Haul & Dump Operations; Yarrabee - SOP 17 - Lifting Operations; Yarrabee - Std 11 - RPL- Onsite Refresher,
Accountability,16,12,12,1, Abel - Defect Management Plan; Abel - Electrical Engineering Control Plan; Abel - Mains Powered Portable Electrical Apparatus Procedure; Abel - Mechanical Engineering Control Plan; Abel - Underground Portable Electrical Apparatus Procedure; Abel - Ventilation Control Plan; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Defect Management Plan; Austar - Electrical Engineering Control Plan; Austar - Mains Powered Portable Electrical Apparatus; Austar - Mechanical Engineering Control Plan; Austar - Underground Portable Electrical Apparatus,
Product recall,15,12,6,1, DA PASE Test; Food Recall Training; Food Recall Training (Draft); Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT,
Regulation,16,11,10,4, Abel - Electrical Engineering Control Plan; Abel - Mechanical Engineering Control Plan; Access to High Voltage Conductors SOP; Ashton Coal Operations - Mechanical Engineering Control Plan; Austar - Electrical Engineering Control Plan; Austar - Mechanical Engineering Control Plan; Code of Conduct Refresher; Food Recall Training; Securities Trading; Sensory Processing Series,
